name	compactsave	version	level	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Vibrant Jade	1	100	1	1			1	1	0	1	100		ds7	ds7	ds7	16	1	1	0	0	0	flprsc	invrsc		1	ds1	1	1	1	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Amethyst	1	100	1	1			1	1	0	1	1		gxv	gxv	gxv	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Diamond	1	100	1	1			1	1	0	1	1		gxw	gxw	gxw	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Emerald	1	100	1	1			1	1	0	1	1		gxg	gxg	gxg	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Ruby	1	100	1	1			1	1	0	1	1		gxr	gxr	gxr	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Sapphire	1	100	1	1			1	1	0	1	1		gxb	gxb	gxb	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crushed Topaz	1	100	1	1			1	1	0	1	1		gxy	gxy	gxy	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Copper Ingot	1	100	1	1			1	1	0	1	5		inc	inc	inc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Iron Ingot	1	100	1	1			1	1	0	1	20		ini	ini	ini	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gold Ingot	1	100	1	1			1	1	0	1	40		ing	ing	ing	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Runic Ingot	1	100	1	1			1	1	0	1	100		inr	inr	inr	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Brass Ingot	1	100	1	1			1	1	0	1	1		inb	inb	inb	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Bronze Ingot	1	100	1	1			1	1	0	1	10		inz	inz	inz	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Basic Recipe (Minor Healing Potion)	1	100	1	1			1	1	0	1	150		br0	br0	br0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br0Desc		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	br4	br4			1	1		
Basic Recipe (Light Healing Potion)	1	100	1	1			1	1	0	1	300		br1	br1	br1	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br1Desc		0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	br4	br4			1	1		
Basic Recipe (Healing Potion)	1	100	1	1			1	1	0	1	500		br2	br2	br2	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br2Desc		0	0	0	non	0					255					255					255					255	1	1			255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	br4	br4			1	1		
Basic Recipe (Greater Healing Potion)	1	100	1	1			1	1	0	1	750		br3	br3	br3	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br3Desc		0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255	1	1			255	0	0	0	br4	br4			1	1		
Basic Recipe (Super Healing Potion)	1	100	1	1			1	1	0	1	1000		br4	br4	br4	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br4Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	xxx			1	1		
Basic Recipe (Minor Mana Potion)	1	100	1	1			1	1	0	1	150		br5	br5	br5	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br5Desc		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	br9	br9			1	1		
Basic Recipe (Light Mana Potion)	1	100	1	1			1	1	0	1	300		br6	br6	br6	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br6Desc		0	0	0	non	0					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	br9	br9			1	1		
Basic Recipe (Mana Potion)	1	100	1	1			1	1	0	1	500		br7	br7	br7	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br7Desc		0	0	0	non	0					255					255					255					255	1	1			255					255					255	1	1			255					255					255					255					255					255					255					255					255					255	0	0	0	br9	br9			1	1		
Basic Recipe (Greater Mana Potion)	1	100	1	1			1	1	0	1	750		br8	br8	br8	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br8Desc		0	0	0	non	0					255					255					255					255					255					255					255	1	1			255					255					255					255					255					255					255					255					255	1	1			255	0	0	0	br9	br9			1	1		
Basic Recipe (Super Mana Potion)	1	100	1	1			1	1	0	1	1000		br9	br9	br9	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	br9Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	xxx			1	1		
Basic Recipe (Rejuvenation Potion)	1	100	1	1			1	1	0	1	2000		bR0	bR0	bR0	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	bR0Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	bR1			1	1		
Basic Recipe (Full Rejuvenation Potion)	1	100	1	1			1	1	0	1	5000		bR1	bR1	bR1	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	bR1Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Pine Wood	1	100	1	1			1	1	0	1	1		wd1	wd1	wd1	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Birch Wood	1	100	1	1			1	1	0	1	3		wd2	wd2	wd2	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Oak Wood	1	100	1	1			1	1	0	1	5		wd3	wd3	wd3	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Redwood	1	100	1	1			1	1	0	1	10		wd4	wd4	wd4	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Runewood	1	100	1	1			1	1	0	1	20		wd5	wd5	wd5	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_staff	12	item_staff	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lesser Healing Potion Twin-Pack	1	100	1	1			1	1	0	1	6		hx1	hx1	hp1x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4x	hp5x			1	1		
Light Healing Potion Twin-Pack	1	100	1	1			1	1	0	1	16		hx2	hx2	hp2x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4x	hp5x			1	1		
Healing Potion Twin-Pack	1	100	1	1			1	1	0	1	26		hx3	hx3	hp3x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4x	hp5x			1	1		
Strong Healing Potion Twin-Pack	1	100	1	1			1	1	0	1	50		hx4	hx4	hp4x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	hp5x			1	1		
Greater Healing Potion Twin-Pack	1	100	1	1			1	1	0	1	100		hx5	hx5	hp5x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Lesser Mana Potion Twin-Pack	1	100	1	1			1	1	0	1	12		mx1	mx1	mp1x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4x	mp5x			1	1		
Light Mana Potion Twin-Pack	1	100	1	1			1	1	0	1	30		mx2	mx2	mp2x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4x	mp5x			1	1		
Mana Potion Twin-Pack	1	100	1	1			1	1	0	1	60		mx3	mx3	mp3x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4x	mp5x			1	1		
Strong Mana Potion Twin-Pack	1	100	1	1			1	1	0	1	100		mx4	mx4	mp4x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	mp5x			1	1		
Greater Mana Potion Twin-Pack	1	100	1	1			1	1	0	1	200		mx5	mx5	mp5x	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Lesser Healing Potion Triple-Pack	1	100	1	1			1	1	0	1	9		hy1	hy1	hp1y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4y	hp5y			1	1		
Light Healing Potion Triple-Pack	1	100	1	1			1	1	0	1	24		hy2	hy2	hp2y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4y	hp5y			1	1		
Healing Potion Triple-Pack	1	100	1	1			1	1	0	1	39		hy3	hy3	hp3y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	hp4y	hp5y			1	1		
Strong Healing Potion Triple-Pack	1	100	1	1			1	1	0	1	75		hy4	hy4	hp4y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	hp5y			1	1		
Greater Healing Potion Triple-Pack	1	100	1	1			1	1	0	1	150		hy5	hy5	hp5y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Lesser Mana Potion Triple-Pack	1	100	1	1			1	1	0	1	18		my1	my1	mp1y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4y	mp5y			1	1		
Light Mana Potion Triple-Pack	1	100	1	1			1	1	0	1	45		my2	my2	mp2y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4y	mp5y			1	1		
Mana Potion Triple-Pack	1	100	1	1			1	1	0	1	90		my3	my3	mp3y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	mp4y	mp5y			1	1		
Strong Mana Potion Triple-Pack	1	100	1	1			1	1	0	1	150		my4	my4	mp4y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255	0	0	0	xxx	mp5y			1	1		
Greater Mana Potion Triple-Pack	1	100	1	1			1	1	0	1	300		my5	my5	mp5y	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	reag		item_potion	14	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	CubeToUnpack		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
